"Wavelength","Alexa Fluor 594 EM","Alexa Fluor 594 EX"
300,,0.1988
301,,0.1796
302,,0.1622
303,,0.1472
304,,0.1354
305,,0.1166
306,,0.0999
307,,0.0836
308,,0.0735
309,,0.0677
310,,0.0579
311,,0.0508
312,,0.0527
313,,0.0462
314,,0.0427
315,,0.0397
316,,0.0456
317,,0.0373
318,,0.0388
319,,0.0409
320,,0.0405
321,,0.0413
322,,0.0413
323,,0.0421
324,,0.0423
325,,0.0418
326,,0.0396
327,,0.0472
328,,0.0431
329,,0.0421
330,,0.0463
331,,0.044
332,,0.0461
333,,0.0486
334,,0.0503
335,,0.0505
336,,0.0522
337,,0.0538
338,,0.0562
339,,0.0583
340,,0.0609
341,,0.0621
342,,0.0633
343,,0.0645
344,,0.0658
345,,0.0683
346,,0.0678
347,,0.0704
348,,0.0709
349,,0.0713
350,,0.0732
351,,0.0759
352,,0.0774
353,,0.0811
354,,0.0813
355,,0.0835
356,,0.0856
357,,0.0899
358,,0.0885
359,,0.0901
360,,0.0916
361,,0.0929
362,,0.0924
363,,0.0945
364,,0.0945
365,,0.0969
366,,0.0969
367,,0.099
368,,0.1025
369,,0.1033
370,,0.1035
371,,0.1075
372,,0.1087
373,,0.1111
374,,0.1123
375,,0.1152
376,,0.1137
377,,0.1136
378,,0.1156
379,,0.1143
380,,0.1106
381,,0.1102
382,,0.108
383,,0.1094
384,,0.1043
385,,0.1036
386,,0.1014
387,,0.0996
388,,0.0985
389,,0.0981
390,,0.0969
391,,0.0975
392,,0.0967
393,,0.0985
394,,0.0975
395,,0.0981
396,,0.0977
397,,0.0979
398,,0.0981
399,,0.0984
400,,0.0963
401,,0.096
402,,0.0953
403,,0.0948
404,,0.0912
405,,0.0917
406,,0.0883
407,,0.0867
408,,0.0836
409,,0.0819
410,,0.0794
411,,0.0763
412,,0.073
413,,0.0708
414,,0.0679
415,,0.0649
416,,0.0624
417,,0.0607
418,,0.0572
419,,0.0539
420,,0.0524
421,,0.0496
422,,0.0458
423,,0.0456
424,,0.0429
425,,0.0404
426,,0.039
427,,0.0375
428,,0.0344
429,,0.0344
430,,0.0328
431,,0.0309
432,,0.0294
433,,0.0301
434,,0.0281
435,,0.0288
436,,0.0272
437,,0.0262
438,,0.0264
439,,0.0257
440,,0.0249
441,,0.0244
442,,0.0238
443,,0.0238
444,,0.0239
445,,0.0242
446,,0.0239
447,,0.0244
448,,0.0245
449,,0.0234
450,,0.0229
451,,0.0234
452,,0.0225
453,,0.0238
454,,0.0226
455,,0.0228
456,,0.0243
457,,0.0237
458,,0.0237
459,,0.0236
460,,0.0253
461,,0.0239
462,,0.0245
463,,0.0247
464,,0.025
465,,0.0244
466,,0.0264
467,,0.0272
468,,0.0275
469,,0.027
470,,0.0284
471,,0.0283
472,,0.0296
473,,0.0293
474,,0.0315
475,,0.031
476,,0.0315
477,,0.0326
478,,0.0338
479,,0.0338
480,,0.0347
481,,0.0361
482,,0.0369
483,,0.0366
484,,0.0397
485,,0.0406
486,,0.0424
487,,0.0435
488,,0.0455
489,,0.0474
490,,0.05
491,,0.0507
492,,0.053
493,,0.0555
494,,0.0583
495,,0.0597
496,,0.0627
497,,0.0654
498,,0.0687
499,,0.0722
500,,0.0748
501,,0.0768
502,,0.0806
503,,0.0823
504,,0.087
505,,0.0892
506,,0.0918
507,,0.0951
508,,0.0987
509,,0.1004
510,,0.1043
511,,0.1056
512,,0.1091
513,,0.1121
514,,0.1158
515,,0.1195
516,,0.1237
517,,0.1272
518,,0.1315
519,,0.1362
520,,0.1433
521,,0.1483
522,,0.1549
523,,0.1623
524,,0.1692
525,,0.1766
526,,0.1843
527,,0.1944
528,,0.2041
529,,0.215
530,,0.2269
531,,0.2384
532,,0.2494
533,,0.262
534,,0.2742
535,,0.2876
536,,0.2993
537,,0.312
538,,0.3266
539,,0.3384
540,,0.3502
541,,0.3619
542,,0.3734
543,,0.3845
544,,0.3942
545,,0.4033
546,,0.4125
547,,0.4209
548,,0.4273
549,,0.4334
550,,0.4382
551,,0.4428
552,,0.4447
553,,0.4479
554,,0.4502
555,,0.4521
556,,0.4539
557,,0.4567
558,,0.4575
559,,0.4607
560,,0.4642
561,,0.4682
562,,0.4727
563,,0.4796
564,,0.4891
565,,0.4975
566,,0.5097
567,,0.5205
568,,0.538
569,,0.5541
570,,0.5741
571,,0.5922
572,,0.6161
573,,0.6381
574,,0.6642
575,,0.6886
576,,0.7175
577,,0.7451
578,,0.7737
579,,0.8002
580,0.0616,0.8281
581,0.0666,0.8546
582,0.0739,0.8816
583,0.0844,0.9056
584,0.097,0.9281
585,0.1105,0.948
586,0.1252,0.9649
587,0.142,0.9771
588,0.1621,0.9884
589,0.1837,0.9956
590,0.2067,1
591,0.2306,0.9978
592,0.2573,0.9945
593,0.2882,0.9855
594,0.3139,0.9741
595,0.3449,0.9589
596,0.3766,0.9385
597,0.4123,0.9165
598,0.448,0.8901
599,0.4851,0.8615
600,0.5236,0.8312
601,0.561,0.7992
602,0.598,0.7635
603,0.6373,0.7283
604,0.6779,0.6904
605,0.7155,0.6528
606,0.7481,0.6144
607,0.7844,0.576
608,0.818,0.5379
609,0.8476,0.4995
610,0.876,0.4643
611,0.9036,0.4291
612,0.9263,0.3961
613,0.9441,0.3637
614,0.9587,0.3323
615,0.9746,0.305
616,0.9857,0.2782
617,0.9958,0.2524
618,1,0.2301
619,0.9983,0.2079
620,0.996,0.1883
621,0.9947,0.1708
622,0.9848,0.1542
623,0.9762,0.1386
624,0.9681,0.1244
625,0.9533,0.1115
626,0.9343,0.1002
627,0.9177,0.0909
628,0.8987,0.0801
629,0.8816,0.0721
630,0.8592,0.0666
631,0.8413,0.0584
632,0.819,0.0531
633,0.7976,0.048
634,0.7706,0.043
635,0.7486,0.0382
636,0.7284,0.0349
637,0.7024,0.0306
638,0.6788,0.0276
639,0.6578,0.0247
640,0.6364,0.023
641,0.6159,0.0209
642,0.5949,0.0201
643,0.5766,0.0178
644,0.5555,0.0164
645,0.5363,0.0163
646,0.5226,0.0138
647,0.5051,0.0139
648,0.4889,0.0135
649,0.4728,0.0123
650,0.458,0.0121
651,0.4454,0.0111
652,0.4327,0.011
653,0.4208,0.0104
654,0.408,0.0101
655,0.3977,0.0092
656,0.3883,0.0086
657,0.377,0.0093
658,0.3706,0.0093
659,0.3613,0.009
660,0.3535,0.0091
661,0.3463,0.008
662,0.3416,0.0088
663,0.3347,0.0073
664,0.3264,0.0072
665,0.3211,0.0076
666,0.3159,0.0068
667,0.3096,0.0079
668,0.3023,0.0065
669,0.2976,0.0074
670,0.2891,0.0069
671,0.2852,0.0074
672,0.2809,0.0069
673,0.2765,0.0073
674,0.269,0.0058
675,0.2658,0.0071
676,0.2615
677,0.2555
678,0.2508
679,0.2457
680,0.2415
681,0.237
682,0.2318
683,0.2263
684,0.2218
685,0.2175
686,0.2126
687,0.2066
688,0.2011
689,0.1969
690,0.1932
691,0.1873
692,0.1839
693,0.178
694,0.1747
695,0.1697
696,0.1659
697,0.1625
698,0.1588
699,0.1523
700,0.1491
701,0.1439
702,0.1397
703,0.1352
704,0.13
705,0.1251
706,0.1225
707,0.1187
708,0.1149
709,0.1098
710,0.1065
711,0.1025
712,0.1004
713,0.0965
714,0.0937
715,0.0901
716,0.0852
717,0.0832
718,0.0807
719,0.0766
720,0.0736
721,0.0731
722,0.0703
723,0.0672
724,0.0636
725,0.0619
726,0.0605
727,0.0585
728,0.0579
729,0.0554
730,0.0546
731,0.0532
732,0.052
733,0.0511
734,0.0485
735,0.0482
736,0.0467
737,0.0459
738,0.044
739,0.0436
740,0.0417
741,0.0409
742,0.0406
743,0.0398
744,0.0386
745,0.0382
746,0.0375
747,0.0357
748,0.0357
749,0.0352
750,0.034